X_UTM,Y_UTM,R_Factor,K_Factor,LS_Factor,C_Factor,P_Factor,A_RUSLE,Elevation,Slope,Aspect,Curvature_Plan,Curvature_Profile,TWI,SPI,TPI,TRI,Flow_Accumulation,Valley_Depth,NDVI,NDWI,NDBI,EVI,BSI,SAVI,MSAVI,Albedo,Annual_Rainfall,Rainfall_Seasonality,Max_Monthly_Rain,Clay_Content,Sand_Content,SOC,Bulk_Density,Soil_Loss,Erosion_Class
895260.7032402629,3752150.8798250286,89.3131505818594,0.031519677489995956,2.238075295826591,0.5836621522903442,0.14,0.5148271433331467,751.47509765625,7.026468469933079,206.55405427199184,-0.6527410721603472,0.010579695862676583,6.593321625273815,2.40638785975625,-0.414971245659558,9.352462697740531,3.0,4.724353470229289,0.21211235225200653,-0.43067721290380034,0.17267421407723138,0.13726753960307328,0.24987727076409685,0.15952796971581362,0.14516080060613593,0.22016117067882857,369.99808375310636,81.82562902184682,91.81000493914948,28.689834594726562,35.919351196289064,19.183299255371093,1.4449999999999998,0.5148271433331467,1
860370.7032402629,3699710.8798250286,197.60684720936678,0.02785620465874672,2.7545912435260005e-17,0.32523292303085327,1.0,4.931460951322427e-17,1833.8516845703125,9.374547517383588,56.258037152723716,-1.27206587032172,-0.2607579921150618,7.148356549889615,3.545887354978446,-1.3487684461797471,13.057475134259656,7.0,21.821520193365814,0.3596339523792267,-0.4530683389774893,0.13166421817983007,0.2030891193829642,0.15659392858357957,0.20561435409180998,0.17620928433968092,0.13218987935132143,701.6377641042254,97.36111030991313,226.904334583428,30.65962371826172,39.32891693115234,35.68001098632813,1.335,4.931460951322427e-17,1
882060.7032402629,3716810.8798250286,111.5050492786981,0.03031345084309578,1.564494375193087,0.27940309047698975,1.0,1.477525974052372,1964.9202880859375,6.424414512251606,150.67128918462038,3.2404357081766513,0.17004838866457286,5.585115673510068,1.21757508056019,2.0399305555581577,11.084896892342092,1.0,0.0,0.389331579208374,-0.4401171348945017,0.072956135469543,0.21982750900601083,0.12040663292696047,0.22038527941171396,0.19493245381660446,0.16033390229393274,450.99110905129487,84.26435057905128,127.94342183777556,21.261000061035155,41.81394958496094,27.738589477539062,1.3200000000000003,1.477525974052372,1
887760.7032402629,3713240.8798250286,112.79376142674569,0.032395049929618835,1.8874441278384828,0.6450620293617249,1.0,4.44876347388842,1647.470947265625,7.6755478510873125,357.6120755347997,0.329252163350098,0.018808647216864472,8.583431247646267,4.575081481886471,0.166002061635254,9.939108282828466,24.0,3.6520675001759173,0.17979300022125244,-0.3418403671417844,0.16375754486788188,0.12068913727443464,0.22655166608092306,0.13134552953885478,0.12114004161352532,0.2542691585532919,440.8476717503497,87.72758857775229,129.52639635431083,22.622523498535156,42.038946533203124,15.751980972290038,1.4449999999999998,4.44876347388842,1
912720.7032402629,3742100.8798250286,106.40800215913707,0.03379179164767265,10.074610751142881,0.30790507793426514,0.25,2.7884999655859883,722.8947143554688,18.258486607891538,188.75329442359873,0.4819688506115449,0.40251957028645335,5.608730569952181,3.3909224488721574,2.26503499348928,25.78409654327731,3.0,0.0,0.3706662058830261,-0.4501907127512935,0.07124242468898166,0.2433015277806784,0.13167468257634626,0.24950837508619528,0.22670950049787164,0.18768929000122853,424.65843714533645,85.61955245731725,115.11564032580236,25.70186004638672,35.25869903564453,17.48570098876953,1.41,2.7884999655859883,1
937380.7032402629,3702050.8798250286,117.3461632439455,0.03224027529358864,1.3576125275668534,0.7325892448425293,1.0,3.7627382764546073,1657.5625,6.18046214024688,228.6507358653338,2.2792230747968834,-0.043077361668204514,5.624142129515366,1.1785604025797358,0.26108127170482476,8.067418877724535,1.0,0.0,0.13463746011257172,-0.2635162197547595,0.14488025360353507,0.09119698592222197,0.2131977958419851,0.09673591979115775,0.0922245584218587,0.3228669440313059,455.6774107976084,88.38098905371274,129.32474486791403,22.123160552978515,49.72697448730469,10.964094161987305,1.4249999999999998,3.7627382764546073,1
863280.7032402629,3688310.8798250286,189.81818912047436,0.029503565281629562,0.9535198813169495,0.7482662796974182,1.0,3.9957494954984774,1915.7147216796875,3.115088395665967,329.1923623717848,-0.3030257786652476,0.011270183581711588,7.410793112918888,1.5890303720172747,-0.012057834200732032,4.182470812074359,3.0,0.07183879411195448,0.12663614749908447,-0.28592426165817364,-0.0011369888196515556,0.07055804749206798,0.1306164151711665,0.07853912000875057,0.06691630476333892,0.14419840702914305,675.5484776638843,97.12898199950122,211.24531861723597,29.90818634033203,39.12802429199219,17.8951171875,1.395,3.9957494954984774,1
936540.7032402629,3764540.8798250286,107.51326954316183,0.02962861955165863,0.11922651384022956,0.15678949654102325,1.0,0.059547467720809405,1329.4364013671875,0.7159708771235898,21.217662672917584,12.577762455037837,-0.005544236974831698,7.783488081648701,-0.9784294985110547,1.2079264322917425,5.015103185253923,1.0,2.5552696176121117,0.4809039235115051,-0.509772407596652,0.05262554855939935,0.23870205055942056,0.10110770662602864,0.2437815536186745,0.212998586583522,0.13442454874572093,441.0255809870761,82.83038651008462,108.0949026131057,24.744747161865234,42.64246826171875,18.91305618286133,1.32,0.059547467720809405,1
932430.7032402629,3744410.8798250286,130.62749592120883,0.03145052492618561,17.04025734413885,0.47968870401382446,0.12,4.029761905040823,1004.2550659179688,5.21539541067849,172.42535735194338,-1.9908647681330032,0.04640265495105647,8.628255531173428,3.8405874014737145,-0.4164699978294948,6.915043023998137,17.0,4.743734139163166,0.26863640546798706,-0.3818777058679427,0.10745715978756393,0.18783064109367797,0.17001436253327645,0.19541550893135848,0.17965572467035457,0.23296501037194375,513.0605005801796,87.23262545641981,133.67785224835995,24.945801544189454,41.477159118652345,16.141167831420898,1.395,4.029761905040823,1
880500.7032402629,3698060.8798250286,143.8436120053904,0.034148432314395905,0.30437803608819497,0.7138565182685852,1.0,1.067297742491385,1537.9288330078125,1.6064284892425722,185.37393038494508,-0.5949760508018267,-0.06059439233013565,7.668296060821214,0.5209871740139438,-0.2405056423640417,2.1982003898154834,2.0,2.0216842270767756,0.14422880113124847,-0.30828238956085224,0.10047475413075772,0.07996223266150937,0.19796248568506805,0.09009951582476189,0.0809478033225848,0.21124556131129754,538.3009781874573,92.09736102110462,162.97538028589764,21.903327178955077,44.15259552001953,12.157390975952149,1.4249999999999998,1.067297742491385,1
908670.7032402629,3720620.8798250286,100.8597425087574,0.03121059201657772,3.3210460246571842,0.3880908787250519,1.0,4.057216581022883,1246.753662109375,10.835344442256813,90.86546797239157,0.25515510620273135,-0.42372715268459843,5.747736440323627,2.441039758183762,-1.8190782335057065,18.205722839984787,2.0,9.654482056493634,0.3212321698665619,-0.3793131095392067,0.1295001948151085,0.1589742462003058,0.1895874945406229,0.17042948368742705,0.15046061423492207,0.17561657884760634,416.9200663427212,82.04852366959838,111.96031515423016,23.27048110961914,42.127804565429685,16.66288604736328,1.37,4.057216581022883,1
887280.7032402629,3720080.8798250286,105.93235590514543,0.03240165114402771,0.7243492013218551,0.5072126388549805,1.0,1.2610544100936862,1696.2122802734375,2.573532690394366,131.24155117116266,0.2499520379400129,0.007270959427517032,7.602084274999637,1.3977822406696652,0.19333224826550577,3.415147281685043,3.0,1.4162060657581605,0.25340399146080017,-0.41767937307165826,0.16666547722924957,0.1478255233934963,0.2296422709175976,0.16483514682033007,0.14677264360360268,0.18931222553385152,413.7617037730503,87.79303186480814,121.86619424523823,22.833245849609376,40.77816467285156,16.178372192382813,1.4211684405957494,1.2610544100936862,1
873960.7032402629,3691490.8798250286,159.37892213697612,0.03177184984087944,0.28625651207273195,0.7107987403869629,1.0,1.0303277846565246,1654.1412353515625,1.1461423205403025,122.57173853861258,-1.2867331657347056,-0.01224722938185946,9.95194647822656,2.1286819454397805,-0.0946858723953028,1.5431675215541019,14.0,1.337093154319291,0.1457977294921875,-0.36499119912514755,-0.07522940162774597,0.15424901267303343,0.05810466972697998,0.15890103065993036,0.14381470378260183,0.1985448181687546,592.6443372219144,92.73747093158232,179.18861683654035,23.578443145751955,43.96407928466797,14.202363586425781,1.4,1.0303277846565246,1
931980.7032402629,3753860.8798250286,111.39871623686072,0.03161759674549103,0.9882165724491867,0.5378136038780212,1.0,1.8719444561597884,949.5879516601562,3.3280254132170297,341.7571267231708,-1.2881324220333144,-0.08453514912572571,7.8553575913915195,2.1660276354458166,-0.5447794596357198,4.611518456450418,5.0,4.1951484939691,0.23671209812164307,-0.29450783834951977,0.13349123733304527,0.1350526171131945,0.18955176332436613,0.139933801784142,0.12726211718364777,0.22700808768105704,455.3346993370423,83.19376072706643,114.58426622860043,23.701673889160155,41.10055084228516,17.41483917236328,1.393687251620642,1.8719444561597884,1
